"","a1","g6","rho","beta2","Z_e","p2xp3","AY_ne","AMY_ne","AZY_ne","AZMY_ne","AY_re","AMY_re","AZY_re","AZMY_re"
"249",1.5,-1.5,0.2,-1.5,0.0166520999999999,0.000951127468019996,1,3,2,4,1,3,2,4
"250",1.5,-1.5,0.2,-1,0.0289329,0.00116742773362499,1,3,4,2,1,2,3,4
"251",1.5,-1.5,0.2,1,0.0488776499999997,0.000678175407000003,1,3,4,2,1,2,4,3
"252",1.5,-1.5,0.2,1.5,0.0502538999999995,0.00060678122233501,1,3,4,2,1,2,4,3
"253",1.5,-1.5,0.75,-1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"254",1.5,-1.5,0.75,-1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"255",1.5,-1.5,0.75,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"256",1.5,-1.5,0.75,1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"257",1.5,-1,-0.75,-1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"258",1.5,-1,-0.75,-1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"259",1.5,-1,-0.75,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"260",1.5,-1,-0.75,1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"261",1.5,-1,-0.2,-1.5,0.0111848999999999,0.00352731306737254,1,2,3,4,1,2,3,4
"262",1.5,-1,-0.2,-1,0.0193618999999998,0.00560282267886252,1,2,3,4,1,2,3,4
